codigo_sinapi,imagem_url
14615,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/14615.jpeg
14619,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/14619.jpeg
21100,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21100.jpeg
21106,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21106.jpeg
21108,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21108.jpeg
21109,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21109.jpeg
21130,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21130.jpeg
21135,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21135.jpeg
21136,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/21136.jpeg
25013,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/25013.jpeg
25020,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/25020.jpeg
36151,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36151.jpeg
36396,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36396.jpeg
36408,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36408.jpeg
36481,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36481.jpeg
36482,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36482.jpeg
36483,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36483.jpeg
36486,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36486.jpeg
36491,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36491.jpeg
36492,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36492.jpeg
36496,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36496.jpeg
36497,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36497.jpeg
36499,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36499.jpeg
36508,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36508.jpeg
36510,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36510.jpeg
36512,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36512.jpeg
36513,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36513.jpeg
36514,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36514.jpeg
36515,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36515.jpeg
36516,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36516.jpeg
36517,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36517.jpeg
36518,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36518.jpeg
36524,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36524.jpeg
36527,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36527.jpeg
36532,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36532.jpeg
36533,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/36533.jpeg
37519,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37519.jpeg
37521,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37521.jpeg
37522,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37522.jpeg
37523,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37523.jpeg
37728,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37728.jpeg
37729,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37729.jpeg
37735,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37735.jpeg
37737,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37737.jpeg
37740,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37740.jpeg
37749,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37749.jpeg
37750,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37750.jpeg
37757,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37757.jpeg
37769,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37769.jpeg
37770,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37770.jpeg
37771,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37771.jpeg
37772,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37772.jpeg
37773,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37773.jpeg
37774,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37774.jpeg
37776,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37776.jpeg
37777,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/37777.jpeg
38191,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38191.jpeg
38192,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38192.jpeg
38195,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38195.jpeg
38379,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38379.jpeg
38412,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38412.jpeg
38413,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38413.jpeg
38605,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38605.jpeg
38629,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38629.jpeg
38630,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38630.jpeg
38642,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38642.jpeg
38776,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38776.jpeg
38777,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38777.jpeg
38778,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38778.jpeg
38779,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38779.jpeg
38780,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38780.jpeg
38781,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38781.jpeg
38782,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38782.jpeg
38785,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38785.jpeg
38786,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/38786.jpeg
39374,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39374.jpeg
39376,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39376.jpeg
39377,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39377.jpeg
39381,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39381.jpeg
39399,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39399.jpeg
39400,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39400.jpeg
39401,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39401.jpeg
39402,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39402.jpeg
39403,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39403.jpeg
39404,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39404.jpeg
39510,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39510.jpeg
39580,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39580.jpeg
39584,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39584.jpeg
39585,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39585.jpeg
39586,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39586.jpeg
39587,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39587.jpeg
39590,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39590.jpeg
39592,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39592.jpeg
39593,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39593.jpeg
39608,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39608.jpeg
39609,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39609.jpeg
39610,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39610.jpeg
39611,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39611.jpeg
39612,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39612.jpeg
39613,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39613.jpeg
39614,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39614.jpeg
39616,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39616.jpeg
39618,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39618.jpeg
39619,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39619.jpeg
39628,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39628.jpeg
39694,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39694.jpeg
39724,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39724.jpeg
39725,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39725.jpeg
39726,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39726.jpeg
39727,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39727.jpeg
39728,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39728.jpeg
39729,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39729.jpeg
39730,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39730.jpeg
39731,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39731.jpeg
39732,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/39732.jpeg
40269,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40269.jpeg
40293,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40293.jpeg
40294,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40294.jpeg
40403,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40403.jpeg
40406,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40406.jpeg
40519,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40519.jpeg
40521,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40521.jpeg
40527,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40527.jpeg
40635,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40635.jpeg
40699,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40699.jpeg
40700,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40700.jpeg
40701,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40701.jpeg
40789,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/40789.jpeg
41373,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/41373.jpeg
41594,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/41594.jpeg
41596,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/41596.jpeg
41598,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/41598.jpeg
42250,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/42250.jpeg
42251,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/42251.jpeg
42256,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/42256.jpeg
43459,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43459.jpeg
43460,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43460.jpeg
43461,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43461.jpeg
43462,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43462.jpeg
43663,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43663.jpeg
43664,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43664.jpeg
43701,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/43701.jpeg
44059,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44059.jpeg
44489,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44489.jpeg
44490,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44490.jpeg
44492,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44492.jpeg
44493,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44493.jpeg
44494,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44494.jpeg
44498,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/44498.jpeg
5364881,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364881.jpeg
5364882,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364882.jpeg
5364883,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364883.jpeg
5364884,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364884.jpeg
5364885,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364885.jpeg
5364886,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364886.jpeg
5364887,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364887.jpeg
5364888,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364888.jpeg
5364889,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364889.jpeg
5364891,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364891.jpeg
5364892,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364892.jpeg
5364893,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364893.jpeg
5364894,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364894.jpeg
5364895,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364895.jpeg
5364896,https://raw.githubusercontent.com/engvictordb/sinapi-imagens-insumos/main/imagens/5364896.jpeg
